                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                 0.7806,                0.47673,                  1.115,                0.90734,                0.94631,                0.93149,                   0.73,                0.92265,                0.42635,                 1.3421,              0.0025255,              0.0025255,              0.0025255
                    154,                0.78395,                0.47808,                  1.116,                0.90645,                 0.9479,                0.93167,                0.73078,                0.92165,                0.42567,                 1.3421,               0.002476,               0.002476,               0.002476
                    155,                0.78112,                0.47372,                 1.1132,                0.90674,                0.94855,                0.93118,                0.73019,                0.92048,                0.42536,                 1.3422,              0.0024265,              0.0024265,              0.0024265
                    156,                0.78227,                0.47477,                 1.1144,                0.90919,                0.94704,                0.93067,                0.73076,                 0.9194,                0.42476,                 1.3425,               0.002377,               0.002377,               0.002377
                    157,                0.77507,                0.47315,                 1.1096,                 0.9094,                 0.9468,                0.92977,                0.73022,                 0.9179,                0.42433,                 1.3422,              0.0023275,              0.0023275,              0.0023275
                    158,                   0.77,                0.47624,                 1.1085,                 0.9095,                0.94828,                0.93026,                0.73129,                0.91653,                0.42408,                 1.3422,               0.002278,               0.002278,               0.002278
                    159,                0.76199,                0.46481,                 1.1051,                0.90914,                0.94896,                0.93117,                0.73239,                0.91527,                0.42299,                 1.3421,              0.0022285,              0.0022285,              0.0022285
                    160,                0.76607,                0.47035,                  1.108,                0.90706,                0.95003,                0.93019,                0.73204,                0.91428,                0.42237,                 1.3422,               0.002179,               0.002179,               0.002179
                    161,                0.76225,                 0.4616,                 1.1038,                0.90876,                0.94887,                0.93007,                 0.7324,                0.91304,                0.42164,                  1.342,              0.0021295,              0.0021295,              0.0021295
                    162,                0.76223,                0.46127,                 1.1055,                 0.9076,                0.95007,                0.93029,                0.73298,                0.91205,                0.42144,                 1.3418,                0.00208,                0.00208,                0.00208
                    163,                0.75876,                0.45328,                 1.1016,                0.90725,                0.94992,                0.93053,                0.73364,                0.91085,                0.42067,                 1.3413,              0.0020305,              0.0020305,              0.0020305
                    164,                0.74675,                0.45512,                 1.0946,                0.90857,                0.94659,                0.93038,                0.73379,                 0.9097,                0.42035,                  1.341,               0.001981,               0.001981,               0.001981
                    165,                0.74911,                0.45528,                 1.0957,                0.91283,                 0.9436,                0.93044,                  0.734,                 0.9088,                0.41946,                 1.3411,              0.0019315,              0.0019315,              0.0019315
                    166,                0.73635,                0.45081,                 1.0964,                0.91273,                0.94389,                0.93038,                0.73405,                0.90785,                0.41942,                 1.3408,               0.001882,               0.001882,               0.001882
                    167,                0.74144,                0.45615,                 1.0911,                0.91036,                0.94761,                0.93001,                0.73422,                0.90673,                0.41954,                 1.3405,              0.0018325,              0.0018325,              0.0018325
                    168,                0.74303,                0.44914,                  1.094,                0.91062,                0.94769,                0.93017,                0.73488,                0.90551,                0.41883,                 1.3403,               0.001783,               0.001783,               0.001783
                    169,                0.72963,                0.43996,                 1.0901,                0.91121,                0.94845,                0.93067,                0.73529,                0.90442,                 0.4185,                 1.3402,              0.0017335,              0.0017335,              0.0017335
                    170,                0.73433,                0.44993,                 1.0924,                0.91251,                0.94841,                0.92983,                0.73496,                0.90374,                0.41832,                 1.3404,               0.001684,               0.001684,               0.001684
                    171,                0.72986,                 0.4445,                 1.0889,                0.91243,                0.94841,                 0.9293,                0.73516,                0.90293,                0.41831,                 1.3407,              0.0016345,              0.0016345,              0.0016345
                    172,                0.72395,                0.43591,                 1.0856,                0.91296,                0.94852,                0.93002,                0.73623,                0.90217,                0.41817,                 1.3408,               0.001585,               0.001585,               0.001585
                    173,                0.72411,                0.44218,                 1.0869,                 0.9136,                0.94739,                0.92971,                 0.7362,                0.90171,                0.41839,                 1.3413,              0.0015355,              0.0015355,              0.0015355
                    174,                0.72091,                0.43844,                  1.085,                0.91319,                0.94738,                0.92975,                0.73612,                0.90148,                0.41877,                 1.3416,               0.001486,               0.001486,               0.001486
                    175,                0.71905,                0.43739,                 1.0872,                0.91057,                0.94819,                 0.9293,                0.73622,                0.90104,                0.41893,                 1.3419,              0.0014365,              0.0014365,              0.0014365
                    176,                0.71335,                0.43156,                 1.0767,                0.91022,                 0.9486,                0.92896,                 0.7358,                0.90044,                 0.4186,                  1.342,               0.001387,               0.001387,               0.001387
                    177,                0.70644,                0.43698,                 1.0817,                0.90986,                0.94868,                0.92912,                0.73632,                0.89947,                0.41835,                  1.342,              0.0013375,              0.0013375,              0.0013375
                    178,                0.70828,                0.43191,                 1.0772,                0.91017,                0.94874,                0.92867,                 0.7357,                0.89835,                0.41822,                 1.3417,               0.001288,               0.001288,               0.001288
                    179,                0.70818,                0.43099,                 1.0772,                0.90976,                0.94865,                0.92869,                0.73604,                 0.8978,                0.41836,                 1.3419,              0.0012385,              0.0012385,              0.0012385
                    180,                0.70161,                0.42158,                 1.0722,                0.90942,                0.94909,                0.92837,                 0.7365,                0.89685,                0.41775,                 1.3419,               0.001189,               0.001189,               0.001189
                    181,                0.69627,                0.42198,                 1.0703,                0.90997,                0.94906,                0.92827,                0.73604,                0.89625,                0.41765,                 1.3422,              0.0011395,              0.0011395,              0.0011395
                    182,                0.69335,                0.41806,                 1.0683,                0.90958,                0.94923,                0.92808,                0.73554,                0.89573,                0.41791,                 1.3425,                0.00109,                0.00109,                0.00109
                    183,                0.69671,                0.42038,                 1.0688,                0.91161,                0.94831,                0.92805,                 0.7362,                0.89513,                0.41752,                 1.3427,              0.0010405,              0.0010405,              0.0010405
                    184,                0.69181,                0.41984,                 1.0688,                0.91157,                0.94755,                0.92845,                0.73692,                0.89478,                0.41771,                  1.343,               0.000991,               0.000991,               0.000991
                    185,                0.68852,                0.41556,                 1.0664,                0.91125,                0.94629,                0.92831,                0.73681,                0.89416,                0.41767,                 1.3432,              0.0009415,              0.0009415,              0.0009415
                    186,                0.68384,                0.41399,                 1.0644,                0.91089,                0.94777,                0.92884,                0.73772,                0.89367,                0.41778,                 1.3436,               0.000892,               0.000892,               0.000892
                    187,                0.67979,                0.41447,                 1.0636,                0.90913,                0.94917,                0.92849,                0.73812,                0.89297,                0.41776,                 1.3437,              0.0008425,              0.0008425,              0.0008425
                    188,                0.67665,                0.41141,                 1.0627,                0.90853,                0.94777,                0.92838,                0.73871,                0.89259,                0.41816,                 1.3439,               0.000793,               0.000793,               0.000793
                    189,                 0.6776,                0.40714,                 1.0619,                0.90871,                0.94793,                0.92866,                0.73901,                0.89183,                0.41792,                 1.3439,              0.0007435,              0.0007435,              0.0007435
                    190,                0.67988,                0.41018,                 1.0618,                0.90821,                0.94765,                0.92826,                0.73879,                0.89146,                0.41813,                 1.3444,               0.000694,               0.000694,               0.000694
                    191,                0.54847,                0.25196,                  1.014,                0.90848,                0.94821,                0.92864,                0.73952,                0.89085,                0.41814,                 1.3445,              0.0006445,              0.0006445,              0.0006445
                    192,                0.52781,                0.23763,                0.99797,                0.90374,                0.95233,                0.92822,                0.73927,                0.89028,                0.41822,                 1.3447,               0.000595,               0.000595,               0.000595
                    193,                0.51624,                0.23361,                0.98756,                0.90338,                0.95461,                0.92791,                0.73958,                0.88968,                0.41826,                  1.345,              0.0005455,              0.0005455,              0.0005455
                    194,                0.51568,                0.23085,                0.99371,                0.90391,                0.95434,                0.92808,                0.74005,                0.88888,                0.41785,                 1.3451,               0.000496,               0.000496,               0.000496
                    195,                0.50532,                0.23017,                0.98386,                0.90283,                0.95346,                0.92776,                0.73985,                0.88831,                0.41805,                 1.3455,              0.0004465,              0.0004465,              0.0004465
                    196,                0.50592,                 0.2249,                0.98672,                0.90277,                0.95348,                0.92761,                0.74015,                0.88768,                0.41786,                 1.3457,               0.000397,               0.000397,               0.000397
                    197,                0.50031,                0.22482,                 0.9839,                0.90827,                0.94757,                0.92748,                0.74038,                0.88697,                0.41775,                 1.3459,              0.0003475,              0.0003475,              0.0003475
                    198,                0.49637,                0.22355,                 0.9827,                 0.9085,                0.94755,                0.92765,                0.74053,                0.88654,                0.41787,                 1.3462,               0.000298,               0.000298,               0.000298
                    199,                0.49575,                0.21982,                0.98146,                0.90867,                0.94758,                0.92734,                0.74055,                0.88586,                0.41804,                 1.3465,              0.0002485,              0.0002485,              0.0002485
                    200,                0.48614,                0.21851,                0.97848,                0.90822,                0.94802,                0.92727,                0.74056,                0.88532,                0.41802,                 1.3469,               0.000199,               0.000199,               0.000199
