                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 1.2309,                 1.0429,                 1.3769,                0.85789,                0.77878,                0.87135,                0.55115,                 1.3068,                0.76528,                 1.5487,              0.0095545,              0.0095545,              0.0095545
                     12,                 1.2224,                 1.0182,                 1.3711,                0.83702,                0.77932,                 0.8692,                0.56193,                 1.2964,                0.75162,                 1.5404,               0.009505,               0.009505,               0.009505
                     13,                 1.2137,                  1.002,                 1.3641,                0.84609,                0.80374,                0.88597,                0.57615,                 1.2817,                0.71485,                 1.5304,              0.0094555,              0.0094555,              0.0094555
                     14,                  1.202,                0.98364,                 1.3636,                0.84873,                0.77155,                0.87217,                0.55966,                 1.2912,                0.74446,                  1.533,               0.009406,               0.009406,               0.009406
                     15,                 1.2053,                0.98223,                 1.3571,                0.83357,                0.80548,                0.88114,                 0.5706,                 1.2878,                 0.7311,                 1.5387,              0.0093565,              0.0093565,              0.0093565
                     16,                 1.1947,                0.96126,                 1.3524,                 0.8491,                0.80668,                0.88126,                0.56707,                 1.3006,                0.71897,                 1.5512,               0.009307,               0.009307,               0.009307
                     17,                  1.188,                0.94739,                  1.351,                0.84652,                0.81784,                0.88806,                0.58281,                  1.274,                  0.705,                 1.5249,              0.0092575,              0.0092575,              0.0092575
                     18,                 1.1851,                0.93923,                 1.3461,                0.83226,                0.83012,                 0.8955,                0.58676,                 1.2677,                0.68334,                  1.512,               0.009208,               0.009208,               0.009208
                     19,                 1.1808,                0.92867,                 1.3414,                 0.8645,                0.80393,                 0.8917,                0.57883,                 1.2902,                0.68798,                  1.542,              0.0091585,              0.0091585,              0.0091585
                     20,                 1.1752,                0.91638,                 1.3379,                0.83682,                0.83278,                0.89026,                 0.5834,                 1.2765,                0.68584,                 1.5177,               0.009109,               0.009109,               0.009109
                     21,                 1.1733,                0.91348,                 1.3357,                0.86087,                0.81581,                0.89835,                0.58327,                 1.2813,                0.67749,                  1.517,              0.0090595,              0.0090595,              0.0090595
                     22,                 1.1655,                0.90079,                 1.3328,                0.84934,                0.81579,                0.89902,                0.59155,                 1.2663,                0.67691,                 1.5043,                0.00901,                0.00901,                0.00901
                     23,                 1.1689,                0.89286,                 1.3312,                0.84926,                0.83068,                0.89726,                0.59086,                 1.2655,                0.66533,                 1.5075,              0.0089605,              0.0089605,              0.0089605
                     24,                 1.1641,                 0.8979,                  1.327,                0.86644,                0.82963,                0.90538,                0.59414,                 1.2654,                0.65899,                 1.5016,               0.008911,               0.008911,               0.008911
                     25,                 1.1688,                0.89364,                 1.3299,                0.86856,                0.83301,                0.90436,                0.59847,                 1.2636,                0.65011,                 1.5052,              0.0088615,              0.0088615,              0.0088615
                     26,                 1.1593,                0.86283,                 1.3231,                0.88443,                0.83576,                0.91203,                0.60243,                 1.2628,                0.63537,                 1.5044,               0.008812,               0.008812,               0.008812
                     27,                 1.1546,                0.86373,                 1.3217,                0.88436,                0.83824,                0.91476,                0.60382,                 1.2663,                0.63976,                 1.5038,              0.0087625,              0.0087625,              0.0087625
                     28,                 1.1523,                0.86032,                  1.315,                0.87821,                0.84788,                0.91588,                0.60631,                 1.2606,                0.63078,                 1.4916,               0.008713,               0.008713,               0.008713
                     29,                 1.1486,                0.85257,                  1.317,                0.86929,                0.84125,                0.91231,                0.59989,                 1.2608,                0.62219,                 1.4998,              0.0086635,              0.0086635,              0.0086635
                     30,                 1.1466,                0.84815,                 1.3146,                0.86348,                0.84246,                0.90851,                0.59992,                 1.2529,                0.62756,                  1.492,               0.008614,               0.008614,               0.008614
                     31,                 1.1502,                0.85159,                 1.3146,                0.87548,                0.84176,                 0.9139,                0.60522,                 1.2638,                 0.6228,                  1.499,              0.0085645,              0.0085645,              0.0085645
                     32,                 1.1463,                0.84466,                 1.3156,                0.87677,                 0.8446,                0.91434,                 0.6078,                 1.2528,                0.61861,                 1.4893,               0.008515,               0.008515,               0.008515
                     33,                 1.1428,                0.83813,                 1.3096,                0.88501,                0.84564,                0.91849,                0.61012,                 1.2531,                0.61531,                 1.4903,              0.0084655,              0.0084655,              0.0084655
                     34,                 1.1334,                0.82332,                 1.3068,                0.87501,                 0.8535,                0.92351,                0.61333,                 1.2535,                0.60169,                 1.4928,               0.008416,               0.008416,               0.008416
                     35,                 1.1353,                0.82516,                 1.3104,                0.89448,                0.84265,                0.92742,                0.61884,                 1.2444,                0.59933,                 1.4797,              0.0083665,              0.0083665,              0.0083665
                     36,                 1.1299,                0.82057,                 1.3049,                0.89641,                0.83769,                0.92145,                0.61299,                 1.2457,                0.61191,                 1.4834,               0.008317,               0.008317,               0.008317
                     37,                 1.1253,                0.81349,                 1.3063,                0.88255,                0.85685,                0.92896,                0.61884,                 1.2521,                0.60016,                 1.4889,              0.0082675,              0.0082675,              0.0082675
                     38,                 1.1275,                0.80492,                 1.3034,                0.88841,                0.85136,                 0.9215,                0.61374,                 1.2508,                0.60942,                 1.4869,               0.008218,               0.008218,               0.008218
                     39,                 1.1258,                0.80574,                 1.3018,                0.87468,                0.85157,                0.91694,                0.61291,                 1.2438,                0.59846,                 1.4788,              0.0081685,              0.0081685,              0.0081685
                     40,                 1.1277,                0.81303,                 1.3016,                0.88984,                0.86391,                 0.9253,                0.62214,                 1.2373,                0.58799,                 1.4691,               0.008119,               0.008119,               0.008119
                     41,                 1.1208,                0.79806,                 1.3007,                0.91424,                0.83138,                0.92543,                0.61588,                 1.2443,                0.58626,                 1.4818,              0.0080695,              0.0080695,              0.0080695
                     42,                 1.1223,                0.78834,                 1.2946,                0.88802,                0.85965,                 0.9298,                0.62202,                 1.2474,                0.58946,                 1.4792,                0.00802,                0.00802,                0.00802
                     43,                 1.1152,                0.78798,                 1.2908,                0.89274,                0.84733,                0.92431,                0.61886,                  1.238,                0.58762,                 1.4758,              0.0079705,              0.0079705,              0.0079705
                     44,                 1.1233,                0.78447,                 1.2958,                0.89295,                0.86075,                0.93001,                0.62311,                 1.2376,                0.57765,                 1.4725,               0.007921,               0.007921,               0.007921
                     45,                 1.1125,                0.77612,                 1.2962,                0.90406,                0.83982,                0.92451,                0.61781,                 1.2443,                0.59129,                 1.4771,              0.0078715,              0.0078715,              0.0078715
                     46,                 1.1131,                0.77869,                 1.2955,                0.89136,                0.85529,                0.92474,                0.62303,                 1.2342,                0.58163,                 1.4712,               0.007822,               0.007822,               0.007822
                     47,                 1.1101,                0.78017,                 1.2931,                0.88175,                0.87186,                 0.9259,                0.62388,                 1.2339,                0.57205,                  1.474,              0.0077725,              0.0077725,              0.0077725
                     48,                 1.1041,                 0.7675,                 1.2908,                0.88444,                 0.8672,                0.92968,                0.61971,                 1.2417,                0.58031,                 1.4847,               0.007723,               0.007723,               0.007723
                     49,                 1.1025,                0.76731,                 1.2901,                0.90395,                0.86647,                 0.9343,                0.62341,                 1.2447,                0.56729,                 1.4859,              0.0076735,              0.0076735,              0.0076735
                     50,                 1.1017,                 0.7711,                 1.2877,                 0.8909,                0.86946,                0.93532,                0.62546,                 1.2396,                0.56871,                 1.4795,               0.007624,               0.007624,               0.007624
                     51,                  1.097,                0.76041,                 1.2863,                0.88357,                0.86959,                 0.9345,                 0.6284,                 1.2369,                0.56182,                 1.4728,              0.0075745,              0.0075745,              0.0075745
                     52,                  1.104,                0.75186,                 1.2882,                0.90631,                0.86157,                0.93362,                0.63015,                 1.2421,                0.56739,                 1.4737,               0.007525,               0.007525,               0.007525
                     53,                 1.0882,                0.75674,                 1.2853,                0.88669,                0.87442,                0.93319,                0.62936,                 1.2394,                0.56123,                 1.4785,              0.0074755,              0.0074755,              0.0074755
                     54,                 1.0951,                0.74942,                 1.2831,                0.89804,                0.86471,                0.93206,                0.62765,                 1.2415,                0.56351,                 1.4738,               0.007426,               0.007426,               0.007426
                     55,                 1.0851,                0.74271,                 1.2762,                0.90069,                0.86464,                0.93469,                0.63012,                 1.2363,                 0.5639,                 1.4745,              0.0073765,              0.0073765,              0.0073765
                     56,                 1.0943,                0.74253,                 1.2828,                0.90397,                0.86176,                0.93222,                0.62744,                 1.2386,                0.56355,                 1.4775,               0.007327,               0.007327,               0.007327
                     57,                 1.0925,                 0.7467,                 1.2792,                0.89856,                0.87092,                0.93334,                0.62894,                 1.2414,                0.56135,                 1.4821,              0.0072775,              0.0072775,              0.0072775
                     58,                 1.0795,                0.72779,                 1.2761,                0.91618,                0.85859,                  0.935,                0.63087,                 1.2414,                0.55462,                 1.4812,               0.007228,               0.007228,               0.007228
                     59,                 1.0794,                0.72396,                  1.271,                0.89604,                0.87416,                0.93532,                0.63061,                 1.2422,                0.55601,                  1.479,              0.0071785,              0.0071785,              0.0071785
                     60,                 1.0769,                0.73918,                 1.2754,                0.91104,                0.85735,                0.93765,                0.63043,                  1.242,                0.55904,                 1.4774,               0.007129,               0.007129,               0.007129
                     61,                 1.0777,                0.73211,                 1.2703,                0.89685,                0.87278,                0.93562,                0.63105,                 1.2393,                0.55416,                 1.4731,              0.0070795,              0.0070795,              0.0070795
                     62,                 1.0732,                0.73163,                 1.2748,                0.90908,                0.86129,                0.93721,                0.63068,                 1.2421,                0.55732,                 1.4784,                0.00703,                0.00703,                0.00703
                     63,                  1.075,                0.71893,                 1.2727,                0.92121,                0.85847,                0.93628,                0.63116,                 1.2423,                0.55506,                 1.4762,              0.0069805,              0.0069805,              0.0069805
                     64,                 1.0774,                0.71737,                 1.2729,                0.90647,                0.87304,                0.93921,                0.63612,                 1.2373,                0.54797,                 1.4723,               0.006931,               0.006931,               0.006931
                     65,                 1.0752,                0.71805,                 1.2712,                0.91131,                0.86533,                 0.9374,                0.63306,                 1.2403,                0.55121,                  1.473,              0.0068815,              0.0068815,              0.0068815
                     66,                 1.0683,                0.71047,                 1.2675,                0.90617,                0.86975,                0.93784,                0.63643,                 1.2363,                 0.5534,                 1.4733,               0.006832,               0.006832,               0.006832
                     67,                 1.0735,                0.70874,                 1.2718,                0.92298,                 0.8504,                0.93889,                0.63656,                 1.2371,                0.55084,                 1.4745,              0.0067825,              0.0067825,              0.0067825
                     68,                 1.0691,                0.71046,                 1.2677,                0.89199,                0.87579,                0.93842,                0.63606,                  1.238,                0.55108,                 1.4759,               0.006733,               0.006733,               0.006733
                     69,                  1.066,                0.70137,                 1.2677,                 0.9016,                  0.878,                0.93857,                0.63489,                  1.237,                0.54903,                 1.4763,              0.0066835,              0.0066835,              0.0066835
                     70,                 1.0563,                 0.7039,                 1.2639,                0.90201,                 0.8735,                0.93956,                0.63451,                 1.2394,                0.54842,                  1.476,               0.006634,               0.006634,               0.006634
                     71,                 1.0655,                0.70249,                  1.264,                0.90176,                0.87029,                0.93949,                0.63553,                 1.2409,                0.55162,                 1.4765,              0.0065845,              0.0065845,              0.0065845
                     72,                 1.0618,                0.69868,                 1.2661,                0.90169,                0.86676,                0.93901,                0.63669,                 1.2416,                0.54892,                 1.4771,               0.006535,               0.006535,               0.006535
                     73,                 1.0582,                0.69561,                 1.2628,                0.92239,                0.84445,                0.93875,                0.63543,                 1.2412,                0.54506,                 1.4781,              0.0064855,              0.0064855,              0.0064855
                     74,                 1.0534,                 0.6936,                 1.2573,                0.90759,                0.85982,                0.93976,                0.63611,                 1.2423,                0.54504,                 1.4799,               0.006436,               0.006436,               0.006436
                     75,                 1.0541,                0.68936,                 1.2585,                 0.8969,                0.87262,                0.93903,                0.63647,                 1.2425,                0.54216,                 1.4813,              0.0063865,              0.0063865,              0.0063865
                     76,                 1.0465,                0.69073,                 1.2573,                0.91886,                0.85857,                0.93844,                 0.6362,                 1.2419,                 0.5418,                 1.4803,               0.006337,               0.006337,               0.006337
                     77,                 1.0481,                0.68525,                 1.2551,                0.90405,                0.87491,                0.93864,                0.63646,                 1.2438,                0.54297,                 1.4827,              0.0062875,              0.0062875,              0.0062875
                     78,                 1.0471,                0.68286,                 1.2498,                0.90514,                 0.8712,                0.93932,                0.63788,                 1.2446,                0.54513,                 1.4845,               0.006238,               0.006238,               0.006238
                     79,                 1.0424,                0.67707,                 1.2568,                0.89916,                 0.8801,                0.93841,                 0.6378,                 1.2448,                0.54549,                 1.4852,              0.0061885,              0.0061885,              0.0061885
                     80,                 1.0422,                0.67527,                 1.2544,                0.90017,                0.88006,                0.93865,                0.63708,                 1.2456,                 0.5463,                 1.4854,               0.006139,               0.006139,               0.006139
                     81,                 1.0419,                0.68048,                 1.2532,                0.90634,                0.87418,                0.93907,                0.63588,                 1.2438,                0.54675,                 1.4826,              0.0060895,              0.0060895,              0.0060895
                     82,                 1.0358,                0.67701,                 1.2459,                0.90346,                0.87417,                0.93847,                0.63532,                 1.2445,                0.54793,                 1.4842,                0.00604,                0.00604,                0.00604
                     83,                 1.0295,                0.66537,                 1.2441,                0.89182,                0.88316,                0.93868,                 0.6365,                 1.2448,                0.54793,                 1.4859,              0.0059905,              0.0059905,              0.0059905
                     84,                 1.0317,                0.66118,                 1.2446,                0.89816,                0.87685,                0.93973,                0.63615,                  1.247,                0.54769,                 1.4884,               0.005941,               0.005941,               0.005941
                     85,                 1.0262,                0.66737,                  1.248,                 0.8992,                0.87621,                0.93988,                0.63497,                 1.2485,                0.54674,                 1.4905,              0.0058915,              0.0058915,              0.0058915
                     86,                 1.0272,                0.65904,                 1.2434,                0.88358,                0.88852,                0.93899,                0.63663,                  1.248,                 0.5468,                 1.4904,               0.005842,               0.005842,               0.005842
                     87,                 1.0301,                0.66223,                 1.2423,                0.88833,                0.88256,                0.93866,                0.63679,                 1.2485,                0.54764,                 1.4909,              0.0057925,              0.0057925,              0.0057925
                     88,                 1.0236,                0.65322,                 1.2429,                0.91763,                0.85697,                0.93882,                0.63704,                 1.2487,                0.54524,                 1.4914,               0.005743,               0.005743,               0.005743
                     89,                 1.0231,                 0.6498,                 1.2419,                0.92235,                0.85602,                0.94048,                0.63628,                 1.2489,                0.54426,                 1.4922,              0.0056935,              0.0056935,              0.0056935
                     90,                 1.0223,                0.65529,                 1.2431,                0.91333,                0.86679,                0.94035,                0.63783,                 1.2492,                0.54283,                 1.4919,               0.005644,               0.005644,               0.005644
                     91,                 1.0118,                0.65023,                 1.2341,                0.91565,                0.86885,                 0.9416,                0.63861,                 1.2488,                0.54256,                 1.4922,              0.0055945,              0.0055945,              0.0055945
                     92,                 1.0055,                0.63694,                 1.2296,                0.92131,                0.86659,                0.94223,                0.63934,                 1.2507,                 0.5435,                 1.4941,               0.005545,               0.005545,               0.005545
                     93,                 1.0078,                0.63889,                 1.2342,                0.91983,                0.86689,                0.94207,                0.63871,                 1.2514,                0.54475,                  1.494,              0.0054955,              0.0054955,              0.0054955
                     94,                 1.0039,                0.63988,                 1.2285,                0.91914,                0.86012,                0.94059,                0.63856,                 1.2511,                0.54633,                  1.494,               0.005446,               0.005446,               0.005446
                     95,                 1.0066,                0.63767,                 1.2295,                0.92025,                0.86366,                0.93979,                0.63719,                  1.252,                0.54718,                 1.4949,              0.0053965,              0.0053965,              0.0053965
                     96,                 0.9983,                0.63542,                 1.2293,                0.91767,                0.86604,                0.94107,                 0.6391,                 1.2518,                 0.5457,                 1.4944,               0.005347,               0.005347,               0.005347
                     97,                0.99465,                 0.6366,                 1.2256,                0.91647,                0.86621,                0.94182,                0.63869,                  1.251,                 0.5447,                 1.4944,              0.0052975,              0.0052975,              0.0052975
                     98,                0.99852,                0.62601,                 1.2241,                0.91697,                0.86299,                 0.9414,                0.63935,                 1.2515,                0.54549,                 1.4953,               0.005248,               0.005248,               0.005248
                     99,                0.99869,                0.62832,                 1.2282,                0.91732,                0.86302,                 0.9407,                0.63801,                 1.2531,                0.54564,                 1.4969,              0.0051985,              0.0051985,              0.0051985
                    100,                0.99814,                0.63115,                 1.2272,                0.91594,                0.86628,                0.94074,                0.63656,                 1.2543,                0.54589,                 1.4983,               0.005149,               0.005149,               0.005149
                    101,                 0.9901,                0.62632,                 1.2245,                0.91712,                0.86585,                0.94108,                0.63675,                 1.2548,                0.54569,                  1.499,              0.0050995,              0.0050995,              0.0050995
                    102,                0.98632,                0.61966,                 1.2197,                0.92206,                0.86372,                 0.9419,                 0.6378,                 1.2553,                0.54517,                 1.4998,                0.00505,                0.00505,                0.00505
                    103,                 0.9831,                0.61151,                  1.216,                0.92113,                0.86418,                0.94241,                0.63775,                 1.2558,                0.54447,                 1.5009,              0.0050005,              0.0050005,              0.0050005
                    104,                0.98012,                0.61482,                 1.2127,                0.91581,                0.86733,                0.94181,                0.63786,                 1.2561,                0.54521,                 1.5013,               0.004951,               0.004951,               0.004951
                    105,                0.97147,                0.61791,                 1.2121,                0.91176,                0.87304,                0.94222,                 0.6381,                 1.2566,                0.54504,                 1.5027,              0.0049015,              0.0049015,              0.0049015
                    106,                0.97618,                0.60853,                 1.2162,                0.90807,                0.87779,                0.94158,                0.63728,                 1.2571,                0.54541,                 1.5038,               0.004852,               0.004852,               0.004852
                    107,                0.97307,                0.61123,                 1.2161,                0.91098,                0.87379,                 0.9416,                0.63843,                 1.2573,                0.54481,                 1.5044,              0.0048025,              0.0048025,              0.0048025
                    108,                0.96737,                0.60343,                 1.2116,                0.92123,                0.86479,                0.94185,                0.63852,                 1.2568,                0.54466,                 1.5049,               0.004753,               0.004753,               0.004753
                    109,                0.97061,                0.60824,                 1.2129,                0.92587,                0.86321,                0.94189,                0.63894,                  1.257,                0.54538,                 1.5055,              0.0047035,              0.0047035,              0.0047035
                    110,                0.96636,                0.60249,                 1.2121,                0.92906,                 0.8624,                0.94178,                0.63946,                 1.2574,                0.54612,                 1.5064,               0.004654,               0.004654,               0.004654
                    111,                0.95918,                 0.6014,                 1.2044,                0.92573,                0.86462,                0.94193,                0.64001,                 1.2577,                0.54593,                 1.5074,              0.0046045,              0.0046045,              0.0046045
                    112,                   0.96,                0.59514,                 1.2073,                0.92461,                0.86428,                0.94171,                0.63934,                 1.2583,                0.54628,                 1.5084,               0.004555,               0.004555,               0.004555
                    113,                0.95606,                0.59506,                 1.2012,                 0.9261,                0.86207,                0.94154,                0.64005,                 1.2587,                0.54736,                 1.5094,              0.0045055,              0.0045055,              0.0045055
                    114,                 0.9506,                0.58585,                 1.1999,                0.92701,                0.86233,                0.94157,                 0.6396,                 1.2594,                0.54828,                 1.5107,               0.004456,               0.004456,               0.004456
                    115,                0.94985,                 0.5939,                 1.2013,                0.92661,                0.86036,                0.94149,                0.63982,                   1.26,                 0.5484,                 1.5116,              0.0044065,              0.0044065,              0.0044065
                    116,                0.94779,                0.58995,                 1.1971,                0.92721,                0.86218,                0.94112,                0.63906,                 1.2604,                0.54809,                 1.5127,               0.004357,               0.004357,               0.004357
                    117,                 0.9442,                0.57713,                 1.1957,                0.92858,                0.86143,                0.94113,                0.63834,                 1.2611,                0.54841,                 1.5139,              0.0043075,              0.0043075,              0.0043075
                    118,                0.94324,                0.58347,                 1.1952,                0.92727,                0.86251,                0.94075,                0.63821,                 1.2614,                0.54892,                 1.5151,               0.004258,               0.004258,               0.004258
                    119,                0.93717,                0.57811,                 1.1906,                0.92589,                0.86359,                0.94048,                0.63788,                 1.2615,                0.54804,                 1.5158,              0.0042085,              0.0042085,              0.0042085
                    120,                0.93477,                0.57991,                 1.1925,                0.92556,                0.86339,                0.94055,                0.63877,                 1.2617,                0.54783,                 1.5167,               0.004159,               0.004159,               0.004159
                    121,                0.93699,                 0.5793,                 1.1921,                0.92459,                0.86335,                0.94065,                 0.6388,                 1.2622,                0.54788,                 1.5178,              0.0041095,              0.0041095,              0.0041095
                    122,                0.92722,                0.57245,                 1.1871,                0.92577,                0.86412,                0.94085,                0.63857,                 1.2623,                0.54769,                 1.5185,                0.00406,                0.00406,                0.00406
                    123,                0.92896,                0.56771,                 1.1883,                 0.9248,                0.86532,                0.94068,                0.63749,                 1.2626,                0.54828,                 1.5198,              0.0040105,              0.0040105,              0.0040105
                    124,                0.92428,                0.56662,                 1.1864,                0.92445,                0.86511,                 0.9408,                0.63734,                 1.2633,                0.54896,                 1.5212,               0.003961,               0.003961,               0.003961
                    125,                 0.9187,                0.56882,                 1.1843,                0.92399,                0.86512,                0.94091,                0.63794,                 1.2636,                0.54858,                 1.5223,              0.0039115,              0.0039115,              0.0039115
                    126,                0.91594,                0.56589,                 1.1859,                0.92103,                0.86864,                0.94112,                0.63776,                 1.2641,                0.54873,                 1.5236,               0.003862,               0.003862,               0.003862
                    127,                0.91022,                0.56365,                 1.1813,                0.91982,                0.86946,                0.94097,                0.63833,                 1.2647,                0.54888,                 1.5248,              0.0038125,              0.0038125,              0.0038125
                    128,                0.90961,                 0.5616,                 1.1829,                 0.9223,                0.86812,                0.94125,                0.63784,                 1.2656,                0.54915,                 1.5263,               0.003763,               0.003763,               0.003763
                    129,                0.90686,                0.55453,                 1.1801,                0.92355,                0.86822,                0.94118,                0.63794,                 1.2664,                0.54957,                 1.5277,              0.0037135,              0.0037135,              0.0037135
                    130,                0.90499,                0.55675,                 1.1755,                0.92345,                0.86883,                 0.9409,                0.63738,                 1.2671,                 0.5496,                 1.5289,               0.003664,               0.003664,               0.003664
                    131,                0.90084,                0.54637,                 1.1715,                 0.9228,                0.86846,                0.94092,                0.63737,                 1.2672,                0.54981,                 1.5297,              0.0036145,              0.0036145,              0.0036145
                    132,                0.89985,                0.55372,                 1.1733,                0.91999,                0.86916,                0.94099,                0.63717,                 1.2677,                0.55011,                 1.5308,               0.003565,               0.003565,               0.003565
                    133,                0.89306,                 0.5462,                  1.168,                0.91961,                0.86853,                 0.9409,                0.63679,                  1.268,                0.55038,                 1.5318,              0.0035155,              0.0035155,              0.0035155
                    134,                0.89346,                0.55047,                 1.1713,                0.91967,                0.86944,                0.94126,                0.63724,                 1.2682,                0.55022,                 1.5328,               0.003466,               0.003466,               0.003466
                    135,                0.88996,                0.54779,                 1.1695,                0.92135,                0.86906,                0.94122,                0.63696,                 1.2687,                0.55023,                 1.5339,              0.0034165,              0.0034165,              0.0034165
                    136,                0.89422,                0.54529,                 1.1663,                0.91868,                0.87014,                0.94078,                0.63703,                 1.2692,                0.55047,                 1.5348,               0.003367,               0.003367,               0.003367
                    137,                0.88905,                0.54347,                  1.165,                0.92075,                0.86842,                0.94122,                0.63695,                 1.2697,                0.55074,                 1.5359,              0.0033175,              0.0033175,              0.0033175
                    138,                0.88257,                0.53616,                 1.1624,                0.91991,                0.86777,                 0.9407,                0.63679,                 1.2701,                0.55081,                  1.537,               0.003268,               0.003268,               0.003268
                    139,                0.88139,                0.53899,                 1.1638,                0.92166,                0.86514,                0.94067,                 0.6369,                 1.2705,                0.55079,                 1.5381,              0.0032185,              0.0032185,              0.0032185
                    140,                 0.8836,                0.53982,                 1.1612,                0.91826,                0.86935,                0.94081,                0.63666,                 1.2708,                0.55039,                 1.5393,               0.003169,               0.003169,               0.003169
                    141,                0.87428,                 0.5315,                 1.1582,                0.91682,                0.87104,                0.94096,                0.63635,                 1.2714,                0.55015,                 1.5406,              0.0031195,              0.0031195,              0.0031195
                    142,                0.87305,                0.52841,                  1.156,                0.91881,                0.86972,                0.94092,                0.63615,                 1.2718,                0.55016,                 1.5418,                0.00307,                0.00307,                0.00307
                    143,                0.86389,                 0.5267,                 1.1511,                0.91926,                0.86978,                0.94083,                0.63649,                 1.2722,                0.55037,                 1.5429,              0.0030205,              0.0030205,              0.0030205
